Codigo,Descricao,NotaFiscal,DataVenda,Quantidade,LinhaProduto,ClienteGrupo,Cliente,CentroCusto,EstoqueMinimo,DataUltimaCompra,DataUltimaVenda
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,12440,05/01/17,2,2,1049,66,22330,20,21/01/20,17/01/20
143,SENSOR DE DESGASTE DO FREIO,12440,05/01/17,2,2,1049,66,22330,26,26/12/19,17/01/20
45,JUNTA METALICA DA BOMBA DAGUA,12444,06/01/17,1,2,1135,158,22330,0,17/01/20,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,12444,06/01/17,1,2,1135,158,22330,0,28/08/19,10/01/20
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,12444,06/01/17,1,2,1135,158,22330,5,12/11/19,08/11/19
179,BOMBA DAGUA,12444,06/01/17,1,2,1135,158,22330,0,02/03/18,06/06/18
60,ELEMENTO DO FILTRO DE OLEO,12447,11/01/17,1,2,1135,158,22330,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,12449,11/01/17,1,2,1099,120,22330,0,28/08/19,10/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,12447,11/01/17,2,2,1135,158,22330,20,21/01/20,17/01/20
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,12447,11/01/17,1,2,1135,158,22330,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,12449,11/01/17,1,2,1099,120,22330,5,12/11/19,08/11/19
143,SENSOR DE DESGASTE DO FREIO,12447,11/01/17,2,2,1135,158,22330,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,12449,11/01/17,2,2,1099,120,22330,26,26/12/19,17/01/20
7,JG. DE PECAS DO ELEMNTO FILTRO DE OLEO,82893,26/01/17,1,1,1047,257,21330,13,22/10/19,20/01/20
8,CJ ELEMENTO DO FILTRO,82893,26/01/17,1,1,1047,257,21330,12,07/01/20,20/01/20
100,ELEMENTO DO FILTRO DE COMBUSTIVEL,82908,26/01/17,1,1,1047,257,21330,2,25/03/19,15/10/19
151,PARAF CAB SEXT M8X 60 10.9,82921,26/01/17,2,1,1047,257,21330,50,11/11/19,09/12/19
151,PARAF CAB SEXT M8X 60 10.9,82924,26/01/17,2,1,1047,257,21330,50,11/11/19,09/12/19
154,ANEL VEDACAO DIN 7603-A 20X26-CU CU/SN12,82893,26/01/17,1,1,1047,257,21330,29,05/11/19,20/01/20
164,"ANEL O-RING 30 X 4,5",82925,26/01/17,20,1,1047,257,21330,0,13/03/19,06/06/19
170,PARAF SEXT. M10X45 10.9,12472,26/01/17,11,1,1166,191,20380,6,26/08/19,10/01/20
190,CHAPA DE SEGURANCA,82925,26/01/17,2,1,1047,257,21330,3,06/09/19,28/11/19
89,CJ TUBULACAO DE COMBUSTIVEL,12480,27/01/17,1,2,1099,120,22330,4,26/12/19,10/01/20
190,CHAPA DE SEGURANCA,82931,27/01/17,2,1,1047,257,21330,3,06/09/19,28/11/19
100,ELEMENTO DO FILTRO DE COMBUSTIVEL,82968,30/01/17,1,1,1047,257,21330,2,25/03/19,15/10/19
8,CJ ELEMENTO DO FILTRO,12482,31/01/17,1,1,1065,84,22330,12,07/01/20,20/01/20
29,JG. DE PCS DO ELEMENTO DO FILTRO DE OLEO,12482,31/01/17,1,1,1065,84,22330,6,21/11/19,23/12/19
154,ANEL VEDACAO DIN 7603-A 20X26-CU CU/SN12,12482,31/01/17,1,1,1065,84,22330,29,05/11/19,20/01/20
45,JUNTA METALICA DA BOMBA DAGUA,83813,01/02/17,1,2,1223,256,21410,0,17/01/20,10/01/20
45,JUNTA METALICA DA BOMBA DAGUA,83884,01/02/17,1,2,1223,256,21410,0,17/01/20,10/01/20
45,JUNTA METALICA DA BOMBA DAGUA,84114,01/02/17,1,2,1223,256,21410,0,17/01/20,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,12485,01/02/17,1,2,1099,120,22330,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83781,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83845,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83855,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83866,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83870,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83881,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83884,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83907,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83915,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83918,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83921,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83925,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83934,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83939,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,83942,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84019,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84176,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84177,01/02/17,1,2,1223,256,21410,0,28/08/19,10/01/20
70,BUCHA DA BARRA DA SUSPENSAO,83809,01/02/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,83930,01/02/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,84136,01/02/17,2,2,1223,256,21410,0,30/08/19,09/12/19
80,TENSOR DA CORREIA,83884,01/02/17,1,2,1223,256,21410,4,21/01/20,15/01/20
80,TENSOR DA CORREIA,83907,01/02/17,1,2,1223,256,21410,4,21/01/20,15/01/20
80,TENSOR DA CORREIA,83925,01/02/17,1,2,1223,256,21410,4,21/01/20,15/01/20
80,TENSOR DA CORREIA,84114,01/02/17,1,2,1223,256,21410,4,21/01/20,15/01/20
89,CJ TUBULACAO DE COMBUSTIVEL,83868,01/02/17,1,2,1223,256,21410,4,26/12/19,10/01/20
89,CJ TUBULACAO DE COMBUSTIVEL,83917,01/02/17,1,2,1223,256,21410,4,26/12/19,10/01/20
93,TANQUE DE COMPENSACAO,84176,01/02/17,1,2,1223,256,21410,4,26/12/19,11/12/19
101,ESTICADOR DA CORRENTE DO MOTOR,83796,01/02/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,83845,01/02/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,83870,01/02/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,83913,01/02/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,83925,01/02/17,2,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,83939,01/02/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84107,01/02/17,1,2,1223,256,21410,6,21/01/20,15/01/20
129,CJ TUBULACAO DE COMBUSTIVEL,83868,01/02/17,1,2,1223,256,21410,3,26/12/19,18/12/19
129,CJ TUBULACAO DE COMBUSTIVEL,83917,01/02/17,1,2,1223,256,21410,3,26/12/19,18/12/19
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83831,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83855,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83866,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83869,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83881,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83907,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83925,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,83927,01/02/17,2,2,1223,256,21410,20,21/01/20,17/01/20
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,12485,01/02/17,1,2,1099,120,22330,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83781,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83845,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83855,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83866,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83881,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83884,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83907,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83915,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83918,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83921,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83925,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83934,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83939,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,83942,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84019,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84176,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84177,01/02/17,1,2,1223,256,21410,5,12/11/19,08/11/19
143,SENSOR DE DESGASTE DO FREIO,83845,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83855,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83866,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83881,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83915,01/02/17,1,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83921,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83925,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,83927,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84002,01/02/17,2,2,1223,256,21410,26,26/12/19,17/01/20
151,PARAF CAB SEXT M8X 60 10.9,84162,01/02/17,3,1,1223,256,21410,50,11/11/19,09/12/19
157,TRILHO GUIA DA CORRENTE,83870,01/02/17,1,2,1223,256,21410,3,07/01/20,10/01/20
157,TRILHO GUIA DA CORRENTE,83939,01/02/17,1,2,1223,256,21410,3,07/01/20,10/01/20
159,FILTRO DE COMBUSTIVEL METAL,83820,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83843,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83867,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83868,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83898,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83930,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83948,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83953,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83955,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,83975,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84010,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84170,01/02/17,1,1,1223,256,21410,2,15/03/19,25/11/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83820,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83843,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83867,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83868,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83898,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83930,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83948,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83953,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83955,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,83975,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,84010,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,84170,01/02/17,1,2,1223,256,21410,0,02/03/19,29/10/19
178,COXIM DE BORRACHA TRASEIRO DO MOTOR,83781,01/02/17,1,2,1223,256,21410,0,20/12/19,17/12/19
178,COXIM DE BORRACHA TRASEIRO DO MOTOR,83796,01/02/17,1,2,1223,256,21410,0,20/12/19,17/12/19
179,BOMBA DAGUA,83813,01/02/17,1,2,1223,256,21410,0,02/03/18,06/06/18
179,BOMBA DAGUA,83884,01/02/17,1,2,1223,256,21410,0,02/03/18,06/06/18
179,BOMBA DAGUA,84114,01/02/17,1,2,1223,256,21410,0,02/03/18,06/06/18
180,CORREIA TRAPEZOIDAL ALETADA,83796,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
180,CORREIA TRAPEZOIDAL ALETADA,83866,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
180,CORREIA TRAPEZOIDAL ALETADA,83881,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
180,CORREIA TRAPEZOIDAL ALETADA,83884,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
180,CORREIA TRAPEZOIDAL ALETADA,83907,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
180,CORREIA TRAPEZOIDAL ALETADA,83925,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
180,CORREIA TRAPEZOIDAL ALETADA,84107,01/02/17,1,2,1223,256,21410,1,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,12488,03/02/17,1,2,1220,252,22330,0,28/08/19,10/01/20
80,TENSOR DA CORREIA,12488,03/02/17,1,2,1220,252,22330,4,21/01/20,15/01/20
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,12488,03/02/17,1,2,1220,252,22330,5,12/11/19,08/11/19
180,CORREIA TRAPEZOIDAL ALETADA,12488,03/02/17,1,2,1220,252,22330,1,28/08/19,10/01/20
7,JG. DE PECAS DO ELEMNTO FILTRO DE OLEO,83019,24/02/17,1,1,1047,257,21330,13,22/10/19,20/01/20
8,CJ ELEMENTO DO FILTRO,83019,24/02/17,1,1,1047,257,21330,12,07/01/20,20/01/20
45,JUNTA METALICA DA BOMBA DAGUA,12515,24/02/17,1,2,1183,209,21320,0,17/01/20,10/01/20
100,ELEMENTO DO FILTRO DE COMBUSTIVEL,83019,24/02/17,1,1,1047,257,21330,2,25/03/19,15/10/19
100,ELEMENTO DO FILTRO DE COMBUSTIVEL,83043,24/02/17,1,1,1047,257,21330,2,25/03/19,15/10/19
179,BOMBA DAGUA,12515,24/02/17,1,2,1183,209,21320,0,02/03/18,06/06/18
26,TUBO DE LIGACAO,83086,01/03/17,1,1,1047,257,21330,0,13/05/19,22/07/19
101,ESTICADOR DA CORRENTE DO MOTOR,84573,01/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84578,01/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
45,JUNTA METALICA DA BOMBA DAGUA,84810,02/03/17,1,2,1223,256,21410,0,17/01/20,10/01/20
45,JUNTA METALICA DA BOMBA DAGUA,84923,02/03/17,1,2,1223,256,21410,0,17/01/20,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84642,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84658,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84728,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84741,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84750,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84777,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84809,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84810,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84910,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84911,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84913,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84914,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84923,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
60,ELEMENTO DO FILTRO DE OLEO,84928,02/03/17,1,2,1223,256,21410,0,28/08/19,10/01/20
70,BUCHA DA BARRA DA SUSPENSAO,84666,02/03/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,84744,02/03/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,84794,02/03/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,84827,02/03/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,84913,02/03/17,2,2,1223,256,21410,0,30/08/19,09/12/19
70,BUCHA DA BARRA DA SUSPENSAO,84923,02/03/17,2,2,1223,256,21410,0,30/08/19,09/12/19
80,TENSOR DA CORREIA,84679,02/03/17,1,2,1223,256,21410,4,21/01/20,15/01/20
80,TENSOR DA CORREIA,84755,02/03/17,1,2,1223,256,21410,4,21/01/20,15/01/20
89,CJ TUBULACAO DE COMBUSTIVEL,84705,02/03/17,1,2,1223,256,21410,4,26/12/19,10/01/20
93,TANQUE DE COMPENSACAO,84795,02/03/17,1,2,1223,256,21410,4,26/12/19,11/12/19
101,ESTICADOR DA CORRENTE DO MOTOR,84663,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84679,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84775,02/03/17,2,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84777,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84810,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84831,02/03/17,2,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84851,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84909,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84926,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
101,ESTICADOR DA CORRENTE DO MOTOR,84927,02/03/17,1,2,1223,256,21410,6,21/01/20,15/01/20
129,CJ TUBULACAO DE COMBUSTIVEL,84705,02/03/17,1,2,1223,256,21410,3,26/12/19,18/12/19
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84909,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84910,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84911,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84913,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84914,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84923,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,84929,02/03/17,2,2,1223,256,21410,20,21/01/20,17/01/20
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84640,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84642,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84658,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84728,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84741,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84750,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84775,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84777,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84809,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84810,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84910,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84911,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84913,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84914,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84923,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,84928,02/03/17,1,2,1223,256,21410,5,12/11/19,08/11/19
143,SENSOR DE DESGASTE DO FREIO,84909,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84910,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84911,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84912,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84914,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84915,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84923,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
143,SENSOR DE DESGASTE DO FREIO,84929,02/03/17,2,2,1223,256,21410,26,26/12/19,17/01/20
159,FILTRO DE COMBUSTIVEL METAL,84654,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84655,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84736,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84778,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84829,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84846,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
159,FILTRO DE COMBUSTIVEL METAL,84849,02/03/17,1,1,1223,256,21410,2,15/03/19,25/11/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,84654,02/03/17,1,2,1223,256,21410,0,02/03/19,29/10/19
