Codigo,Descricao,NotaFiscal,DataVenda,Quantidade,LinhaProduto,ClienteGrupo,Cliente,CentroCusto,EstoqueMinimo,DataUltimaCompra,DataUltimaVenda
93,TANQUE DE COMPENSACAO,14831,09/01/19,1,2,1223,256,21410,4,26/12/19,11/12/19
99,CONE SINCRONIZADOR,14833,09/01/19,1,1,1167,192,21320,4,10/01/20,10/01/20
100,ELEMENTO DO FILTRO DE COMBUSTIVEL,14838,09/01/19,5,1,1167,192,21320,2,25/03/19,15/10/19
101,ESTICADOR DA CORRENTE DO MOTOR,14831,09/01/19,4,2,1223,256,21410,6,21/01/20,15/01/20
103,ABAFADOR DE RUIDO DE ACO DO FREIO,14828,09/01/19,2,1,1095,301,21320,0,23/01/19,25/09/19
116,BOCAL DE ESCOAMENTO DE AGUA,14831,09/01/19,2,2,1223,256,21410,4,21/01/20,20/01/20
128,BUCHA DO EIXO DO CAMBIO,14840,09/01/19,3,1,1013,232,21320,2,07/11/19,21/01/20
129,CJ TUBULACAO DE COMBUSTIVEL,14831,09/01/19,2,2,1223,256,21410,3,26/12/19,18/12/19
131,SENSOR DE DESGASTE DA PASTILHA DE FREIO,14831,09/01/19,10,2,1223,256,21410,20,21/01/20,17/01/20
142,CJ FILTRO DE COMBUSTIVEL COMPLETO,14831,09/01/19,7,2,1223,256,21410,5,12/11/19,08/11/19
146,LU MANGUEIRA PRE-FORMADA,14835,09/01/19,2,1,1095,301,21320,0,09/12/19,03/12/19
157,TRILHO GUIA DA CORRENTE,14831,09/01/19,3,2,1223,256,21410,3,07/01/20,10/01/20
159,FILTRO DE COMBUSTIVEL METAL,14831,09/01/19,3,1,1223,256,21410,2,15/03/19,25/11/19
160,JOGO DE PECAS ELEMENTO FILTRO DE OLEO,14831,09/01/19,3,2,1223,256,21410,0,02/03/19,29/10/19
165,BOMBA DAGUA,14831,09/01/19,3,2,1223,256,21410,0,19/11/19,10/01/20
177,TRILHO GUIA DA CORRENTE PLASTICO,14831,09/01/19,3,2,1223,256,21410,3,26/12/19,10/01/20
178,COXIM DE BORRACHA TRASEIRO DO MOTOR,14831,09/01/19,7,2,1223,256,21410,0,20/12/19,17/12/19
180,CORREIA TRAPEZOIDAL ALETADA,14831,09/01/19,5,2,1223,256,21410,1,28/08/19,10/01/20
181,JG DE PASTILHAS DE FREIO,14831,09/01/19,1,6,1223,256,21410,14,20/12/19,17/01/20
189,JUNTA DE BORRACHA,14835,09/01/19,4,1,1095,301,21320,5,28/11/19,27/09/19
194,ANEL DE TRAVA,14833,09/01/19,1,1,1167,192,21320,0,23/04/19,06/01/20
196,"ANEL DE COMPENSACAO - 6,86MM",14832,09/01/19,1,1,1013,233,21320,1,26/08/19,22/01/20
1,ANEL SINCRONIZADOR D140,14843,10/01/19,2,1,1027,28,21320,25,21/01/20,21/01/20
2,ANEL SINCRONIZADOR D155,14843,10/01/19,4,1,1027,28,21320,20,21/01/20,22/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14843,10/01/19,2,1,1027,28,21320,20,21/01/20,21/01/20
9,TAMPA,14843,10/01/19,2,1,1027,28,21320,15,21/01/20,21/01/20
14,CONE SINCRONIZADOR DA TRANSMISSAO,14843,10/01/19,2,1,1027,28,21320,8,21/01/20,15/01/20
21,ARRUELA DISTANCIADORA,14843,10/01/19,1,1,1027,28,21320,3,10/01/20,21/01/20
22,MOLA DE ACO,14843,10/01/19,18,1,1027,28,21320,18,10/01/20,21/01/20
87,ANEL-O,14844,10/01/19,3,1,1027,253,21320,4,07/01/20,23/12/19
91,CJ. BARRA DE ACIONAMENTO 232 MM,14842,10/01/19,4,1,1262,302,21320,1,13/01/20,09/01/20
120,MANGUEIRA MOLDADA,14844,10/01/19,2,1,1027,253,21320,3,05/11/19,16/10/19
125,CJ.SENSOR BASTAO TANQUE DE COMPENSACAO,14842,10/01/19,2,1,1262,302,21320,4,27/11/19,22/11/19
194,ANEL DE TRAVA,14843,10/01/19,1,1,1027,28,21320,0,23/04/19,06/01/20
1,ANEL SINCRONIZADOR D140,14848,11/01/19,2,1,1013,233,21320,25,21/01/20,21/01/20
1,ANEL SINCRONIZADOR D140,14850,11/01/19,1,1,1167,192,21320,25,21/01/20,21/01/20
1,ANEL SINCRONIZADOR D140,14853,11/01/19,2,1,1264,304,21320,25,21/01/20,21/01/20
2,ANEL SINCRONIZADOR D155,14848,11/01/19,2,1,1013,233,21320,20,21/01/20,22/01/20
2,ANEL SINCRONIZADOR D155,14853,11/01/19,2,1,1264,304,21320,20,21/01/20,22/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14848,11/01/19,2,1,1013,233,21320,20,21/01/20,21/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14850,11/01/19,1,1,1167,192,21320,20,21/01/20,21/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14853,11/01/19,2,1,1264,304,21320,20,21/01/20,21/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14853,11/01/19,2,1,1264,304,21320,19,21/01/20,15/01/20
9,TAMPA,14848,11/01/19,1,1,1013,233,21320,15,21/01/20,21/01/20
10,LUVA DESLIZANTE 3./4.GANG,14848,11/01/19,1,1,1013,233,21320,5,21/01/20,21/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14848,11/01/19,1,1,1013,233,21320,4,07/01/20,21/01/20
16,ANEL SINCRONIZADOR,14848,11/01/19,1,1,1013,233,21320,2,21/01/20,21/01/20
31,ROLAMENTO DE ROLETES,14853,11/01/19,1,1,1264,304,21320,0,05/06/19,07/06/19
36,JOGO DE PECAS - ELEMENTO DO FILTRO,14857,11/01/19,5,1,1261,300,21320,10,22/08/19,16/09/19
39,TENSOR DE CORREIA,14857,11/01/19,2,1,1261,300,21320,0,22/10/19,17/01/20
124,LU TENSOR DE CORREIA,14857,11/01/19,1,1,1261,300,21320,2,21/01/20,21/01/20
141,RETENTOR DE VEDACAO RADIAL,14848,11/01/19,1,1,1013,233,21320,2,15/01/20,15/01/20
191,SENSOR DE PRESSAO / COMPRESSOR DE AR,14857,11/01/19,1,1,1261,300,21320,1,05/11/19,02/10/19
1,ANEL SINCRONIZADOR D140,14867,14/01/19,10,1,1064,83,21320,25,21/01/20,21/01/20
2,ANEL SINCRONIZADOR D155,14867,14/01/19,10,1,1064,83,21320,20,21/01/20,22/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14867,14/01/19,4,1,1064,83,21320,20,21/01/20,21/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14868,14/01/19,2,1,1095,301,21320,20,21/01/20,21/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14868,14/01/19,2,1,1095,301,21320,19,21/01/20,15/01/20
14,CONE SINCRONIZADOR DA TRANSMISSAO,14867,14/01/19,4,1,1064,83,21320,8,21/01/20,15/01/20
14,CONE SINCRONIZADOR DA TRANSMISSAO,14868,14/01/19,2,1,1095,301,21320,8,21/01/20,15/01/20
17,CJ GUIA DE MUDANCAS 1./.2 MARCHA,14868,14/01/19,1,1,1095,301,21320,6,10/01/20,15/01/20
51,PINO,14868,14/01/19,9,1,1095,301,21320,14,21/01/20,21/01/20
69,JOGO DE PECAS MEMBRANA,14870,14/01/19,6,1,1261,300,21320,4,21/01/20,15/01/20
80,TENSOR DA CORREIA,14863,14/01/19,1,2,1055,72,21320,4,21/01/20,15/01/20
138,MANGUEIRA-BORRACHA C/REFORCO ARAMIDA,14870,14/01/19,1,1,1261,300,21320,1,22/01/20,22/01/20
1,ANEL SINCRONIZADOR D140,14872,15/01/19,2,1,1013,233,21320,25,21/01/20,21/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14872,15/01/19,2,1,1013,233,21320,19,21/01/20,15/01/20
5,ELEMENTO FILTRO COMBUST. RACOR,14877,15/01/19,10,1,1095,301,21320,38,10/01/20,17/01/20
7,JG. DE PECAS DO ELEMNTO FILTRO DE OLEO,14877,15/01/19,10,1,1095,301,21320,13,22/10/19,20/01/20
10,LUVA DESLIZANTE 3./4.GANG,14872,15/01/19,1,1,1013,233,21320,5,21/01/20,21/01/20
12,CJ TRILHO DE MUDANCAS 3 E 4 MARCHA,14874,15/01/19,1,1,1013,13,21320,9,21/01/20,21/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14872,15/01/19,1,1,1013,233,21320,4,07/01/20,21/01/20
16,ANEL SINCRONIZADOR,14872,15/01/19,1,1,1013,233,21320,2,21/01/20,21/01/20
20,JG DE PASTILHAS DE FREIO,14875,15/01/19,20,6,1261,300,21320,0,21/12/18,15/05/19
27,SENSOR DE PRESSAO DO OLEO,14873,15/01/19,2,1,1013,233,21320,2,05/11/19,15/01/20
30,JG. PCS.ELEMENTO FILTRO DE OLEO LUBRIF.,14875,15/01/19,4,1,1261,300,21320,22,05/11/19,25/11/19
41,LUVA DESLIZANTE 1./2.MARCHA,14872,15/01/19,1,1,1013,233,21320,2,10/01/20,07/01/20
44,JG. CASQUILHO DA BIELA - STD,14874,15/01/19,1,1,1013,13,21320,2,13/12/19,07/01/20
77,SENSOR DE TEMPERATURA,14873,15/01/19,4,1,1013,233,21320,4,07/01/20,27/12/19
84,MEDIDOR DE NIVEL DE OLEO ELETRICO,14875,15/01/19,2,1,1261,300,21320,2,22/10/19,22/10/19
108,TUBULACAO DE COMBUSTIVEL,14874,15/01/19,2,1,1013,13,21320,1,22/10/19,21/01/20
7,JG. DE PECAS DO ELEMNTO FILTRO DE OLEO,14881,16/01/19,7,1,1095,301,21320,13,22/10/19,20/01/20
28,ROLAMENTO DE ESFERAS COM RANHURAS,14881,16/01/19,2,1,1095,301,21320,10,21/01/20,22/01/20
30,JG. PCS.ELEMENTO FILTRO DE OLEO LUBRIF.,14881,16/01/19,1,1,1095,301,21320,22,05/11/19,25/11/19
38,PLACAS DE ENCOSTO P/FOLES SUSPENSAO A AR,14880,16/01/19,10,1,1261,300,21320,11,21/01/20,21/01/20
39,TENSOR DE CORREIA,14879,16/01/19,5,1,1261,300,21320,0,22/10/19,17/01/20
49,JOGO DE PCS CASQUILHO STD,14878,16/01/19,5,1,1027,251,21320,10,20/12/19,17/12/19
55,LU SUPORTE DIR. DO TIRANTE,14880,16/01/19,1,1,1261,300,21320,4,30/08/19,05/09/19
59,TAMPA RADIADOR,14880,16/01/19,10,1,1261,300,21320,8,21/01/20,09/01/20
63,ELEMENTO FILTRANTE DA BOMBA ADBLUE,14881,16/01/19,2,1,1095,301,21320,0,21/11/19,19/11/19
70,BUCHA DA BARRA DA SUSPENSAO,14883,16/01/19,2,2,1044,45,21320,0,30/08/19,09/12/19
76,ABRACAD. MBN 10272A 50 70X13SW8W3,14880,16/01/19,20,1,1261,300,21320,13,09/12/19,17/12/19
97,LU ABRACADEIRA 70-79,14880,16/01/19,10,1,1261,300,21320,6,09/12/19,09/01/20
181,JG DE PASTILHAS DE FREIO,14883,16/01/19,1,6,1044,45,21320,14,20/12/19,17/01/20
1,ANEL SINCRONIZADOR D140,14887,17/01/19,2,1,1013,233,21320,25,21/01/20,21/01/20
1,ANEL SINCRONIZADOR D140,14890,17/01/19,2,1,1095,301,21320,25,21/01/20,21/01/20
1,ANEL SINCRONIZADOR D140,14893,17/01/19,2,1,1027,95,21320,25,21/01/20,21/01/20
2,ANEL SINCRONIZADOR D155,14887,17/01/19,2,1,1013,233,21320,20,21/01/20,22/01/20
2,ANEL SINCRONIZADOR D155,14890,17/01/19,2,1,1095,301,21320,20,21/01/20,22/01/20
2,ANEL SINCRONIZADOR D155,14893,17/01/19,2,1,1027,95,21320,20,21/01/20,22/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14887,17/01/19,2,1,1013,233,21320,20,21/01/20,21/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14893,17/01/19,2,1,1027,95,21320,20,21/01/20,21/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14887,17/01/19,2,1,1013,233,21320,19,21/01/20,15/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14893,17/01/19,1,1,1027,95,21320,19,21/01/20,15/01/20
9,TAMPA,14893,17/01/19,1,1,1027,95,21320,15,21/01/20,21/01/20
10,LUVA DESLIZANTE 3./4.GANG,14887,17/01/19,1,1,1013,233,21320,5,21/01/20,21/01/20
10,LUVA DESLIZANTE 3./4.GANG,14893,17/01/19,1,1,1027,95,21320,5,21/01/20,21/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14887,17/01/19,1,1,1013,233,21320,4,07/01/20,21/01/20
16,ANEL SINCRONIZADOR,14887,17/01/19,1,1,1013,233,21320,2,21/01/20,21/01/20
20,JG DE PASTILHAS DE FREIO,14889,17/01/19,20,6,1261,300,21320,0,21/12/18,15/05/19
21,ARRUELA DISTANCIADORA,14890,17/01/19,1,1,1095,301,21320,3,10/01/20,21/01/20
22,MOLA DE ACO,14890,17/01/19,9,1,1095,301,21320,18,10/01/20,21/01/20
22,MOLA DE ACO,14893,17/01/19,6,1,1027,95,21320,18,10/01/20,21/01/20
41,LUVA DESLIZANTE 1./2.MARCHA,14887,17/01/19,1,1,1013,233,21320,2,10/01/20,07/01/20
47,ELEMENTRO FILTRO DE AR,14884,17/01/19,10,1,1247,283,21320,2,21/01/20,17/01/20
51,PINO,14893,17/01/19,6,1,1027,95,21320,14,21/01/20,21/01/20
60,ELEMENTO DO FILTRO DE OLEO,14894,17/01/19,1,2,1198,225,21410,0,28/08/19,10/01/20
99,CONE SINCRONIZADOR,14893,17/01/19,2,1,1027,95,21320,4,10/01/20,10/01/20
110,ANEL DE IMPULSAO,14893,17/01/19,1,1,1027,95,21320,1,07/01/20,23/12/19
169,ANEL ESPACADOR,14893,17/01/19,1,1,1027,95,21320,2,20/09/19,22/01/20
1,ANEL SINCRONIZADOR D140,14911,18/01/19,2,1,1013,232,21320,25,21/01/20,21/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14911,18/01/19,2,1,1013,232,21320,20,21/01/20,21/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14911,18/01/19,2,1,1013,232,21320,19,21/01/20,15/01/20
25,ABRACADEIRA,14909,18/01/19,2,1,1076,97,21320,3,12/12/19,09/12/19
57,LU VALVULA DE RETENCAO,14909,18/01/19,3,1,1076,97,21320,7,21/01/20,17/01/20
84,MEDIDOR DE NIVEL DE OLEO ELETRICO,14908,18/01/19,1,1,1261,300,21320,2,22/10/19,22/10/19
107,LU BARRA DE ACIONAMENTO - 209 MM,14908,18/01/19,6,1,1261,300,21320,1,28/11/19,27/09/19
117,LU ROLO INVERSOR,14908,18/01/19,2,1,1261,300,21320,3,07/11/19,09/10/19
194,ANEL DE TRAVA,14911,18/01/19,1,1,1013,232,21320,0,23/04/19,06/01/20
12,CJ TRILHO DE MUDANCAS 3 E 4 MARCHA,14913,21/01/19,1,1,1095,301,21320,9,21/01/20,21/01/20
19,MANGUEIRA,14915,21/01/19,2,1,1013,232,21320,3,21/01/20,08/01/20
30,JG. PCS.ELEMENTO FILTRO DE OLEO LUBRIF.,14914,21/01/19,3,1,1261,300,21320,22,05/11/19,25/11/19
36,JOGO DE PECAS - ELEMENTO DO FILTRO,14914,21/01/19,10,1,1261,300,21320,10,22/08/19,16/09/19
50,LU RADIADOR DE OLEO,14915,21/01/19,2,1,1013,232,21320,2,21/01/20,15/01/20
56,ELEMENTO PRINCIPAL FILTRO AR,14912,21/01/19,2,1,1095,301,21320,3,16/12/19,16/01/20
56,ELEMENTO PRINCIPAL FILTRO AR,14914,21/01/19,6,1,1261,300,21320,3,16/12/19,16/01/20
60,ELEMENTO DO FILTRO DE OLEO,14912,21/01/19,2,2,1095,301,21320,0,28/08/19,10/01/20
70,BUCHA DA BARRA DA SUSPENSAO,14917,21/01/19,2,2,1220,252,22330,0,30/08/19,09/12/19
85,LU FILTRO DE COMBUSTIVEL RACOR,14920,21/01/19,2,1,1027,251,21320,2,05/11/19,16/01/20
112,BRACADEIRA B RSGU 15/20 N 16016,14919,21/01/19,10,1,1013,13,21320,6,19/11/19,21/01/20
113,ELEMENTO FILTRANTE SEG.DO FILTRO AR,14914,21/01/19,6,1,1261,300,21320,3,16/12/19,15/01/20
7,JG. DE PECAS DO ELEMNTO FILTRO DE OLEO,14929,22/01/19,6,1,1095,301,21320,13,22/10/19,20/01/20
20,JG DE PASTILHAS DE FREIO,14931,22/01/19,20,6,1261,300,21320,0,21/12/18,15/05/19
25,ABRACADEIRA,14929,22/01/19,4,1,1095,301,21320,3,12/12/19,09/12/19
30,JG. PCS.ELEMENTO FILTRO DE OLEO LUBRIF.,14930,22/01/19,1,1,1167,192,21320,22,05/11/19,25/11/19
32,ANEL DE MEDICAO,14932,22/01/19,2,1,1261,300,21320,7,05/11/19,09/01/20
36,JOGO DE PECAS - ELEMENTO DO FILTRO,14930,22/01/19,2,1,1167,192,21320,10,22/08/19,16/09/19
45,JUNTA METALICA DA BOMBA DAGUA,14927,22/01/19,1,2,1180,205,22330,0,17/01/20,10/01/20
73,ANEL DENTADO,14929,22/01/19,2,1,1095,301,21320,0,12/04/19,08/04/19
80,TENSOR DA CORREIA,14927,22/01/19,1,2,1180,205,22330,4,21/01/20,15/01/20
95,VEDACAO,14933,22/01/19,20,1,1261,300,21320,4,05/11/19,21/10/19
100,ELEMENTO DO FILTRO DE COMBUSTIVEL,14930,22/01/19,5,1,1167,192,21320,2,25/03/19,15/10/19
165,BOMBA DAGUA,14927,22/01/19,1,2,1180,205,22330,0,19/11/19,10/01/20
175,CONEXAO DE ENCAIXE TUBULACAO ADBLUE,14933,22/01/19,6,1,1261,300,21320,5,21/01/20,09/01/20
180,CORREIA TRAPEZOIDAL ALETADA,14927,22/01/19,1,2,1180,205,22330,1,28/08/19,10/01/20
184,ANEL O 60X4,14929,22/01/19,6,1,1095,301,21320,4,05/02/19,06/06/19
1,ANEL SINCRONIZADOR D140,14938,23/01/19,2,1,1013,233,21320,25,21/01/20,21/01/20
2,ANEL SINCRONIZADOR D155,14947,23/01/19,2,1,1013,233,21320,20,21/01/20,22/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14938,23/01/19,2,1,1013,233,21320,19,21/01/20,15/01/20
10,LUVA DESLIZANTE 3./4.GANG,14938,23/01/19,1,1,1013,233,21320,5,21/01/20,21/01/20
10,LUVA DESLIZANTE 3./4.GANG,14947,23/01/19,2,1,1013,233,21320,5,21/01/20,21/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14938,23/01/19,1,1,1013,233,21320,4,07/01/20,21/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14947,23/01/19,2,1,1013,233,21320,4,07/01/20,21/01/20
16,ANEL SINCRONIZADOR,14938,23/01/19,1,1,1013,233,21320,2,21/01/20,21/01/20
16,ANEL SINCRONIZADOR,14947,23/01/19,2,1,1013,233,21320,2,21/01/20,21/01/20
18,TAMPA DA CARCACA DO TERMOSTATO,14940,23/01/19,1,1,1264,304,21320,6,21/01/20,22/01/20
26,TUBO DE LIGACAO,14940,23/01/19,1,1,1264,304,21320,0,13/05/19,22/07/19
27,SENSOR DE PRESSAO DO OLEO,14936,23/01/19,1,1,1027,28,21320,2,05/11/19,15/01/20
33,ANEL SINCRONIZADOR 2.MARCHA,14947,23/01/19,1,1,1013,233,21320,3,10/01/20,07/01/20
39,TENSOR DE CORREIA,14943,23/01/19,5,1,1261,300,21320,0,22/10/19,17/01/20
40,TUBO DE PRESSAO,14946,23/01/19,3,1,1146,171,21320,4,11/11/19,06/11/19
53,RETENTOR,14944,23/01/19,2,1,1095,301,21320,2,30/08/19,16/07/19
62,DISCO DE ENCOSTO,14940,23/01/19,1,1,1264,304,21320,0,07/01/20,03/01/20
77,SENSOR DE TEMPERATURA,14936,23/01/19,2,1,1027,28,21320,4,07/01/20,27/12/19
104,LU AMORTECEDOR TRASEIRO,14948,23/01/19,9,1,1095,301,21320,0,05/06/19,28/03/19
164,"ANEL O-RING 30 X 4,5",14944,23/01/19,35,1,1095,301,21320,0,13/03/19,06/06/19
183,INDICADOR DE ROTACOES,14936,23/01/19,1,1,1027,28,21320,0,05/11/19,16/01/20
5,ELEMENTO FILTRO COMBUST. RACOR,14959,24/01/19,15,1,1247,283,21320,38,10/01/20,17/01/20
8,CJ ELEMENTO DO FILTRO,14959,24/01/19,15,1,1247,283,21320,12,07/01/20,20/01/20
9,TAMPA,14960,24/01/19,2,1,1027,251,21320,15,21/01/20,21/01/20
18,TAMPA DA CARCACA DO TERMOSTATO,14959,24/01/19,4,1,1247,283,21320,6,21/01/20,22/01/20
24,ANEL DE VEDACAO DA TUBULACAO DE AR,14953,24/01/19,10,1,1013,233,21320,10,07/01/20,13/01/20
26,TUBO DE LIGACAO,14953,24/01/19,4,1,1013,233,21320,0,13/05/19,22/07/19
27,SENSOR DE PRESSAO DO OLEO,14953,24/01/19,1,1,1013,233,21320,2,05/11/19,15/01/20
28,ROLAMENTO DE ESFERAS COM RANHURAS,14953,24/01/19,6,1,1013,233,21320,10,21/01/20,22/01/20
29,JG. DE PCS DO ELEMENTO DO FILTRO DE OLEO,14959,24/01/19,15,1,1247,283,21320,6,21/11/19,23/12/19
38,PLACAS DE ENCOSTO P/FOLES SUSPENSAO A AR,14952,24/01/19,10,1,1261,300,21320,11,21/01/20,21/01/20
40,TUBO DE PRESSAO,14953,24/01/19,2,1,1013,233,21320,4,11/11/19,06/11/19
42,VALVULA TERMOSTATICA,14953,24/01/19,2,1,1013,233,21320,10,07/01/20,27/12/19
48,LU FECHO DO ENCHIMENTO,14951,24/01/19,4,1,1095,301,21320,5,14/10/19,20/01/20
71,TRAVA DE ACO,14954,24/01/19,10,1,1261,300,21320,20,06/09/19,15/01/20
76,ABRACAD. MBN 10272A 50 70X13SW8W3,14961,24/01/19,20,1,1261,300,21320,13,09/12/19,17/12/19
97,LU ABRACADEIRA 70-79,14954,24/01/19,10,1,1261,300,21320,6,09/12/19,09/01/20
143,SENSOR DE DESGASTE DO FREIO,14965,24/01/19,1,2,1044,45,22330,26,26/12/19,17/01/20
168,PORCA SEXTAVADA - ACO,14954,24/01/19,12,1,1261,300,21320,0,06/08/19,16/01/20
170,PARAF SEXT. M10X45 10.9,14953,24/01/19,20,1,1013,233,21320,6,26/08/19,10/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14970,28/01/19,2,1,1264,304,21320,19,21/01/20,15/01/20
6,ANEL INTERNO,14970,28/01/19,1,1,1264,304,21320,12,21/01/20,10/01/20
20,JG DE PASTILHAS DE FREIO,14966,28/01/19,20,6,1261,300,21320,0,21/12/18,15/05/19
31,ROLAMENTO DE ROLETES,14970,28/01/19,1,1,1264,304,21320,0,05/06/19,07/06/19
92,PASTILHA                ACO,14970,28/01/19,4,1,1264,304,21320,4,07/01/20,14/10/19
137,JUNTA DE VEDACAO DA CARCACA BOMBA DAGUA,14971,28/01/19,10,1,1261,300,21320,6,24/09/19,25/09/19
1,ANEL SINCRONIZADOR D140,14981,29/01/19,1,1,1027,28,21320,25,21/01/20,21/01/20
1,ANEL SINCRONIZADOR D140,14982,29/01/19,2,1,1264,304,21320,25,21/01/20,21/01/20
1,ANEL SINCRONIZADOR D140,14986,29/01/19,4,1,1013,233,21320,25,21/01/20,21/01/20
2,ANEL SINCRONIZADOR D155,14982,29/01/19,2,1,1264,304,21320,20,21/01/20,22/01/20
2,ANEL SINCRONIZADOR D155,14986,29/01/19,2,1,1013,233,21320,20,21/01/20,22/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14982,29/01/19,2,1,1264,304,21320,20,21/01/20,21/01/20
3,CONE SINCRONIZADOR DA TRANSMISSAO,14986,29/01/19,2,1,1013,233,21320,20,21/01/20,21/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14979,29/01/19,2,1,1013,233,21320,19,21/01/20,15/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14981,29/01/19,1,1,1027,28,21320,19,21/01/20,15/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14982,29/01/19,2,1,1264,304,21320,19,21/01/20,15/01/20
4,CONE SINCRONIZADOR DA TRANSMISSAO,14986,29/01/19,2,1,1013,233,21320,19,21/01/20,15/01/20
6,ANEL INTERNO,14982,29/01/19,1,1,1264,304,21320,12,21/01/20,10/01/20
8,CJ ELEMENTO DO FILTRO,14985,29/01/19,2,1,1095,301,21320,12,07/01/20,20/01/20
9,TAMPA,14979,29/01/19,3,1,1013,233,21320,15,21/01/20,21/01/20
9,TAMPA,14981,29/01/19,1,1,1027,28,21320,15,21/01/20,21/01/20
10,LUVA DESLIZANTE 3./4.GANG,14979,29/01/19,1,1,1013,233,21320,5,21/01/20,21/01/20
10,LUVA DESLIZANTE 3./4.GANG,14986,29/01/19,1,1,1013,233,21320,5,21/01/20,21/01/20
11,LU PINO DE ARRASTE,14981,29/01/19,4,1,1027,28,21320,20,21/01/20,20/01/20
14,CONE SINCRONIZADOR DA TRANSMISSAO,14982,29/01/19,2,1,1264,304,21320,8,21/01/20,15/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14979,29/01/19,1,1,1013,233,21320,4,07/01/20,21/01/20
15,ANEL SINCRONIZADOR / 3 MARCHA,14986,29/01/19,2,1,1013,233,21320,4,07/01/20,21/01/20
16,ANEL SINCRONIZADOR,14986,29/01/19,2,1,1013,233,21320,2,21/01/20,21/01/20
19,MANGUEIRA,14980,29/01/19,2,1,1095,116,21320,3,21/01/20,08/01/20
21,ARRUELA DISTANCIADORA,14981,29/01/19,1,1,1027,28,21320,3,10/01/20,21/01/20
21,ARRUELA DISTANCIADORA,14982,29/01/19,1,1,1264,304,21320,3,10/01/20,21/01/20
22,MOLA DE ACO,14981,29/01/19,9,1,1027,28,21320,18,10/01/20,21/01/20
26,TUBO DE LIGACAO,14977,29/01/19,1,1,1188,214,21320,0,13/05/19,22/07/19
31,ROLAMENTO DE ROLETES,14982,29/01/19,1,1,1264,304,21320,0,05/06/19,07/06/19
33,ANEL SINCRONIZADOR 2.MARCHA,14986,29/01/19,2,1,1013,233,21320,3,10/01/20,07/01/20
34,MANGUEIRA DE BORRACHA,14979,29/01/19,4,1,1013,233,21320,3,21/01/20,21/01/20
40,TUBO DE PRESSAO,14974,29/01/19,2,1,1146,171,21320,4,11/11/19,06/11/19
41,LUVA DESLIZANTE 1./2.MARCHA,14986,29/01/19,1,1,1013,233,21320,2,10/01/20,07/01/20
42,VALVULA TERMOSTATICA,14977,29/01/19,1,1,1188,214,21320,10,07/01/20,27/12/19
46,ELEMENTO FILTRANTE,14985,29/01/19,2,1,1095,301,21320,3,05/11/19,25/09/19
78,JUNTA DE VEDACAO BORRACHA,14978,29/01/19,3,1,1262,302,21320,4,19/08/19,10/12/19
79,LUVA CORREDICA ACO CAIXA MUDANCA - CAMIN,14986,29/01/19,1,1,1013,233,21320,3,10/01/20,07/01/20
90,LU SENSOR DE GIROS,14985,29/01/19,4,1,1095,301,21320,0,03/12/18,06/09/19
91,CJ. BARRA DE ACIONAMENTO 232 MM,14978,29/01/19,3,1,1262,302,21320,1,13/01/20,09/01/20
95,VEDACAO,14978,29/01/19,3,1,1262,302,21320,4,05/11/19,21/10/19
120,MANGUEIRA MOLDADA,14985,29/01/19,1,1,1095,301,21320,3,05/11/19,16/10/19
125,CJ.SENSOR BASTAO TANQUE DE COMPENSACAO,14978,29/01/19,2,1,1262,302,21320,4,27/11/19,22/11/19
128,BUCHA DO EIXO DO CAMBIO,14981,29/01/19,1,1,1027,28,21320,2,07/11/19,21/01/20
133,CINTA DE FIXACAO DO TANQUE COMBUSTIVEL,14984,29/01/19,1,1,1027,251,21320,2,16/12/19,11/12/19
135,ROLAMENTO DE AGULHAS,14981,29/01/19,1,1,1027,28,21320,2,06/12/19,15/01/20
