Codigo,Descricao,NotaFiscal,DataVenda,WeekVenda,Quantidade,LinhaProduto,ClienteGrupo,Cliente,CentroCusto
3,CONE SINCRONIZADOR DA TRANSMISSAO,16886,2019-09-06,2019w36,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,16904,2019-09-06,2019w36,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,16959,2019-09-17,2019w38,2,1,1013,096,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,16970,2019-09-18,2019w38,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17007,2019-09-20,2019w38,2,1,1013,232,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17097,2019-10-02,2019w40,4,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17137,2019-10-07,2019w41,2,1,1208,239,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17230,2019-10-23,2019w43,2,1,1208,239,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17243,2019-10-24,2019w43,4,1,1001,001,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17331,2019-11-04,2019w45,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17458,2019-11-19,2019w47,2,1,1013,233,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17483,2019-11-21,2019w47,2,1,1013,232,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17493,2019-11-22,2019w47,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17522,2019-11-25,2019w48,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17577,2019-11-29,2019w48,3,1,1208,239,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17765,2019-12-20,2019w51,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17776,2019-12-20,2019w51,2,1,1013,233,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17785,2019-12-23,2019w52,2,1,1013,232,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17806,2019-12-27,2019w52,2,1,1013,232,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17849,2020-01-06,2020w02,2,1,1013,233,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17860,2020-01-07,2020w02,2,1,1013,013,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17863,2020-01-08,2020w02,2,1,1264,304,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17869,2020-01-08,2020w02,2,1,1249,287,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17899,2020-01-10,2020w02,2,1,1013,013,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17941,2020-01-15,2020w03,4,1,1249,287,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,17943,2020-01-15,2020w03,2,1,1013,232,21320
3,CONE SINCRONIZADOR DA TRANSMISSAO,18050,2020-01-21,2020w04,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13695,2018-06-13,2018w24,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13699,2018-06-13,2018w24,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13760,2018-06-28,2018w26,1,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13794,2018-07-03,2018w27,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13802,2018-07-05,2018w27,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13822,2018-07-10,2018w28,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13829,2018-07-11,2018w28,6,1,1144,169,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13834,2018-07-12,2018w28,1,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13850,2018-07-16,2018w29,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13854,2018-07-17,2018w29,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13861,2018-07-17,2018w29,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13871,2018-07-20,2018w29,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13872,2018-07-20,2018w29,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13876,2018-07-23,2018w30,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13882,2018-07-24,2018w30,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13909,2018-07-26,2018w30,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13913,2018-07-26,2018w30,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13915,2018-07-27,2018w30,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13916,2018-07-27,2018w30,1,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13933,2018-08-01,2018w31,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13968,2018-08-08,2018w32,1,1,1146,171,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13973,2018-08-09,2018w32,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13981,2018-08-09,2018w32,1,1,1146,171,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,13996,2018-08-14,2018w33,4,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14012,2018-08-16,2018w33,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14100,2018-08-31,2018w35,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14111,2018-09-03,2018w36,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14202,2018-09-20,2018w38,2,1,1146,171,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14251,2018-09-28,2018w39,2,1,1064,083,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14306,2018-10-10,2018w41,2,1,1146,171,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14324,2018-10-15,2018w42,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14412,2018-10-26,2018w43,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14525,2018-11-13,2018w46,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14534,2018-11-14,2018w46,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14580,2018-11-27,2018w48,4,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14627,2018-12-05,2018w49,2,1,1167,192,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14675,2018-12-12,2018w50,2,1,1027,095,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14685,2018-12-13,2018w50,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14719,2018-12-17,2018w51,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14758,2018-12-21,2018w51,4,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14811,2019-01-07,2019w02,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14832,2019-01-09,2019w02,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14853,2019-01-11,2019w02,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14868,2019-01-14,2019w03,2,1,1095,301,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14872,2019-01-15,2019w03,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14887,2019-01-17,2019w03,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14893,2019-01-17,2019w03,1,1,1027,095,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14911,2019-01-18,2019w03,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14938,2019-01-23,2019w04,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14970,2019-01-28,2019w05,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14979,2019-01-29,2019w05,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14981,2019-01-29,2019w05,1,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14982,2019-01-29,2019w05,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14986,2019-01-29,2019w05,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,14992,2019-01-30,2019w05,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15002,2019-01-31,2019w05,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15024,2019-02-04,2019w06,3,1,1027,251,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15040,2019-02-06,2019w06,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15050,2019-02-08,2019w06,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15103,2019-02-14,2019w07,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15106,2019-02-14,2019w07,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15118,2019-02-15,2019w07,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15120,2019-02-15,2019w07,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15128,2019-02-18,2019w08,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15162,2019-02-20,2019w08,2,1,1260,299,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15169,2019-02-20,2019w08,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15177,2019-02-21,2019w08,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15252,2019-03-01,2019w09,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15257,2019-03-01,2019w09,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15278,2019-03-07,2019w10,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15279,2019-03-07,2019w10,4,1,1260,299,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15324,2019-03-14,2019w11,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15325,2019-03-14,2019w11,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15344,2019-03-18,2019w12,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15358,2019-03-19,2019w12,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15359,2019-03-19,2019w12,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15360,2019-03-19,2019w12,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15363,2019-03-20,2019w12,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15376,2019-03-20,2019w12,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15446,2019-03-27,2019w13,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15499,2019-04-03,2019w14,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15512,2019-04-04,2019w14,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15522,2019-04-04,2019w14,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15545,2019-04-08,2019w15,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15584,2019-04-11,2019w15,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15605,2019-04-12,2019w15,2,1,1027,028,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15638,2019-04-17,2019w16,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15658,2019-04-18,2019w16,2,1,1027,095,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15681,2019-04-23,2019w17,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15682,2019-04-23,2019w17,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15688,2019-04-23,2019w17,4,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15717,2019-04-26,2019w17,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15733,2019-04-29,2019w18,3,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15740,2019-04-29,2019w18,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15755,2019-04-30,2019w18,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15783,2019-05-03,2019w18,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15805,2019-05-07,2019w19,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15809,2019-05-07,2019w19,2,1,1245,280,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15847,2019-05-10,2019w19,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15862,2019-05-13,2019w20,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15881,2019-05-15,2019w20,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15903,2019-05-17,2019w20,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15951,2019-05-23,2019w21,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15964,2019-05-24,2019w21,4,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15986,2019-05-29,2019w22,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15988,2019-05-29,2019w22,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,15989,2019-05-29,2019w22,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16026,2019-06-03,2019w23,6,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16041,2019-06-05,2019w23,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16081,2019-06-10,2019w24,3,1,1001,001,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16185,2019-06-18,2019w25,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16200,2019-06-21,2019w25,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16250,2019-06-27,2019w26,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16265,2019-06-27,2019w26,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16272,2019-06-28,2019w26,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16289,2019-07-01,2019w27,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16317,2019-07-04,2019w27,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16382,2019-07-12,2019w28,4,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16385,2019-07-12,2019w28,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16392,2019-07-15,2019w29,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16401,2019-07-16,2019w29,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16408,2019-07-16,2019w29,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16413,2019-07-17,2019w29,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16454,2019-07-22,2019w30,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16470,2019-07-22,2019w30,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16534,2019-07-30,2019w31,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16542,2019-07-30,2019w31,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16550,2019-08-01,2019w31,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16551,2019-08-01,2019w31,2,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16552,2019-08-01,2019w31,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16562,2019-08-01,2019w31,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16581,2019-08-02,2019w31,3,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16591,2019-08-05,2019w32,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16630,2019-08-07,2019w32,4,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16660,2019-08-09,2019w32,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16672,2019-08-12,2019w33,2,1,1267,307,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16690,2019-08-14,2019w33,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16702,2019-08-15,2019w33,4,1,1264,304,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16738,2019-08-20,2019w34,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16860,2019-09-04,2019w36,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16887,2019-09-06,2019w36,2,1,1013,013,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16910,2019-09-10,2019w37,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16936,2019-09-12,2019w37,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16959,2019-09-17,2019w38,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,16964,2019-09-17,2019w38,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17007,2019-09-20,2019w38,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17122,2019-10-04,2019w40,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17458,2019-11-19,2019w47,2,1,1013,233,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17483,2019-11-21,2019w47,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17575,2019-11-29,2019w48,2,1,1013,096,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17785,2019-12-23,2019w52,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17806,2019-12-27,2019w52,2,1,1013,232,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17860,2020-01-07,2020w02,4,1,1013,013,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17941,2020-01-15,2020w03,4,1,1249,287,21320
4,CONE SINCRONIZADOR DA TRANSMISSAO,17943,2020-01-15,2020w03,2,1,1013,232,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13214,2018-02-14,2018w07,5,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13265,2018-02-27,2018w09,2,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13298,2018-03-06,2018w10,2,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13327,2018-03-13,2018w11,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13349,2018-03-15,2018w11,2,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13351,2018-03-15,2018w11,6,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13419,2018-04-04,2018w14,5,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13441,2018-04-09,2018w15,3,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13528,2018-05-04,2018w18,5,1,1027,251,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13549,2018-05-10,2018w19,6,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13648,2018-06-05,2018w23,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13655,2018-06-06,2018w23,4,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13727,2018-06-20,2018w25,6,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13738,2018-06-22,2018w25,5,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13739,2018-06-22,2018w25,10,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13765,2018-06-28,2018w26,5,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13784,2018-07-02,2018w27,10,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13792,2018-07-03,2018w27,5,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13849,2018-07-16,2018w29,7,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13865,2018-07-19,2018w29,6,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13894,2018-07-25,2018w30,10,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,13932,2018-08-01,2018w31,5,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14025,2018-08-17,2018w33,5,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14047,2018-08-22,2018w34,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14063,2018-08-24,2018w34,2,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14116,2018-09-04,2018w36,4,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14129,2018-09-06,2018w36,17,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14176,2018-09-17,2018w38,6,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14189,2018-09-18,2018w38,6,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14254,2018-09-28,2018w39,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14325,2018-10-15,2018w42,4,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14355,2018-10-19,2018w42,3,1,1027,251,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14372,2018-10-24,2018w43,14,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14373,2018-10-24,2018w43,4,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14389,2018-10-25,2018w43,4,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14426,2018-10-30,2018w44,6,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14427,2018-10-30,2018w44,10,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14429,2018-10-30,2018w44,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14467,2018-11-05,2018w45,4,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14531,2018-11-13,2018w46,4,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14573,2018-11-26,2018w48,6,1,1167,192,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14587,2018-11-28,2018w48,10,1,1027,251,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14600,2018-11-29,2018w48,5,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14710,2018-12-17,2018w51,4,1,1016,016,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14877,2019-01-15,2019w03,10,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,14959,2019-01-24,2019w04,15,1,1247,283,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15042,2019-02-07,2019w06,10,1,1247,283,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15059,2019-02-11,2019w07,4,1,1116,138,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15069,2019-02-11,2019w07,14,1,1247,283,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15096,2019-02-13,2019w07,16,1,1247,283,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15117,2019-02-15,2019w07,2,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15187,2019-02-21,2019w08,10,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15223,2019-02-26,2019w09,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15231,2019-02-27,2019w09,20,1,1247,283,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15255,2019-03-01,2019w09,3,1,1190,217,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15335,2019-03-15,2019w11,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15370,2019-03-20,2019w12,10,1,1247,283,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15573,2019-04-10,2019w15,4,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15580,2019-04-10,2019w15,10,1,1260,299,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15621,2019-04-15,2019w16,10,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15744,2019-04-30,2019w18,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15897,2019-05-16,2019w20,3,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15922,2019-05-21,2019w21,15,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15923,2019-05-21,2019w21,8,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15943,2019-05-22,2019w21,12,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,15987,2019-05-29,2019w22,2,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16020,2019-06-03,2019w23,15,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16179,2019-06-18,2019w25,8,1,1027,253,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16204,2019-06-21,2019w25,15,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16320,2019-07-04,2019w27,20,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16330,2019-07-05,2019w27,10,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16361,2019-07-10,2019w28,4,1,1095,301,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16369,2019-07-11,2019w28,4,1,1095,116,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16669,2019-08-12,2019w33,2,1,1116,138,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16752,2019-08-21,2019w34,10,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16871,2019-09-05,2019w36,1,1,1116,138,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16987,2019-09-19,2019w38,8,1,1259,297,21320
5,ELEMENTO FILTRO COMBUST. RACOR,16996,2019-09-20,2019w38,4,1,1095,301,21320
